#1_tweetid,#2_tweet,#3_country_label,#2_tweet_clean
TRAIN_18927,توا درت طقوسي لليل مق شاي خضر ونعلق سماعاتي وڤويسات لميرا,Libya,توا درت طقوسي ليل مق شاي خضر ونعلق سماعاتي وڤويسات لميرا
TRAIN_18928,شگد أحب هالڤيديو ، دازتة الة ستالاف مرة گدما أحبة وهيج استغفرالله وخروا هيجتوا مشاعري URL  …,Iraq,شكد احب هالڤيديو دازته اله ستالاف مره كدما احبه وهيج استغفراله وخروا هيجتوا مشاعري 
TRAIN_18929,هاد سبتمبر مجبد ! يا لطيف يا لطيف هههههههههه,Morocco,هاد سبتمبر مجبد يالطيف يالطيف ه
TRAIN_18930,مين نفس الأسماء؟ انا لحد الآن ما بعرف,Syria,مين نفس الاسماء انا لحد الان ما بعرف
TRAIN_18931, USER   USER   USER   USER  عطو الناس فلوسها والله عيب,Bahrain, عطو الناس فلوسها واله عيب
TRAIN_18932,دا انتا بتهزر بقا لا يا عم جعان بجد  URL  …,Egypt,دا انتا بتهزر بقا لا ياعم جعان بجد 
TRAIN_18933,خسران اللي ما يتفاعل معكم URL ,Morocco,خسران الي ما يتفاعل معكم 
TRAIN_18934,شورك وهداية الله,Oman,شورك وهدايه اله
TRAIN_18935,شكلها كده اخر ايام الصيفية ولا ايه,Egypt,شكلها كده اخر ايام الصيفيه ولا ايه
TRAIN_18936,يسعد دينك انت واخيرا حدا كلمة زي البشر,Palestine,يسعد دينك انت واخيرا حدا كلمه زي البشر
TRAIN_18937, USER  طيب مااشوفكم تذكرون منطقة لاليلي في السكن رغم انها منطقة فنادقها جيده,Saudi_Arabia, طيب ماشوفكم تذكرون منطقه لاليلي في السكن رغم انها منطقه فنادقها جيده
TRAIN_18938,يا كراش يا أعمي ده انا ناقص احطلك قلبي ع صورك مش ريأكت لاف بس,Egypt,يا كراش يااعمي ده انا ناقص احطلك قلبي ع صورك مش رياكت لاف بس
TRAIN_18939, USER  ايه طبعا تدافع عن أمريكا وأسرائيل لأن درب الكلب على الكصاب,Iraq, ايه طبعا تدافع عن امريكا واسراءيل لان درب الكلب علي الكصاب
TRAIN_18940,بإذن الله الايام الجايه على المنوال,Saudi_Arabia,باذن اله الايام الجايه علي المنوال
TRAIN_18941, USER  وانا ولد خالتي,Saudi_Arabia, وانا ولد خالتي
TRAIN_18942,اي والدليل السوشل ميديا عبارة عن تخاطر بين الارواح بفرحهه بحزنهه بزعلهه بصدقهه بكذبهه مجرد ارواح,Iraq,اي والدليل السوشل ميديا عباره عن تخاطر بين الارواح بفرحه بحزنه بزعله بصدقه بكذبه مجرد ارواح
TRAIN_18943,ليس من السهل كتابة قصة على مدار سنين دون الوقوع ببعض الهفوات، لكن ملحمة هجوم العمالقة تقوم على حبكة مترابطة لا تسمح بذلك، حيث أبسط الأشياء تكون لها معاني مستترة تتغير نظرتك لها جذريا بعد كشف صادم! الله عليك يا السّمي، أتعبت أحد يسوي حبكة من بعدك URL ,Morocco,ليس من السهل كتابه قصه علي مدار سنين دون الوقوع بعض الهفوات لكن ملحمه هجوم العمالقه تقوم علي حبكه مترابطه لا تسمح بذلك حيث ابسط الاشياء تكون لها معاني مستره تغير نظرتك لها جذريا بعد كشف صادم اله عليك ياالسمي اتعبت احد يسوي حبكه من بعدك 
TRAIN_18944,هههههههه منبعد نزل صور ونغردهم على جالك,Algeria,ه منبعد نزل صور ونغردهم علي جالك
TRAIN_18945,حد يقولي اني ف حلم او كابوس و هفوق منه,Egypt,حد يقولي اني ف حلم او كابوس وهفوق منه
TRAIN_18946, USER  الشرك دا بعيد يا مان,Sudan, الشرك دا بعيد يامان
TRAIN_18947,- متى العناد يصير حلو ؟ لما تعاندين شخص تحبينه وينقهر.,Saudi_Arabia, متي العناد يصير حلو لما تعاندين شخص تحبينه وينقهر
TRAIN_18948,قالك ولد الحرام يتمنى الناس كامل أبناء زنا نفس الشيء ينطبق على الحكومة,Algeria,قالك ولد الحرام يتمني الناس كامل ابناء زنا نفس الشيء ينطبق علي الحكومه
TRAIN_18949,تعرفهم نتا حتى تقول مهرجين ولا مطبلين ؟ ولا راك تيري في الهدرة برك و تبع ما يقال في الفايسبوك و...؟,Algeria,تعرفهم نتا حتي تقول مهرجين ولا مطبلين ولا راك تيري في الهدره برك وتبع ما يقال في الفايسبوك و
TRAIN_18950,ارجوك ... وهي تخبره عن صديقاتها ؟ وش دراها عنهن ؟ اسمحلي هذا غباء وام الغباء,Oman,ارجوك وهي تخبره عن صديقاتها وش دراها عنهن اسمحلي هذا غباء وام الغباء
TRAIN_18951,اهااا لكن عطلة بكرا,Libya,اها لكن عطله بكرا
TRAIN_18952,شعب مش كرييتف ابدا,Jordan,شعب مش كريتف ابدا
TRAIN_18953,اكو واحد يرفس النعمة برجليه ؟؟ سلاح يعني نفوذ يعني سيطرة يعني فلوس يعني عبيد يعني مزيد من السلاح والنفوذ والعبيد,Iraq,اكو واحد يرفس النعمه برجليه سلاح يعني نفوذ يعني سيطره يعني فلوس يعني عبيد يعني مزيد من السلاح والنفوذ والعبيد
TRAIN_18954,تبطيّ سنينك ماصِرت لك تباع .,Kuwait,تبطي سنينك ماصرت لك تباع 
TRAIN_18955,هرب شويه عشان اجلس ..,Yemen,هرب شويه عشان اجلس 
TRAIN_18956,بسيط وسبونج بوب  URL ,Egypt,بسيط وسبونج بوب 
TRAIN_18957,فريق يموت في التلاتات,Egypt,فريق يموت في التلاتات
TRAIN_18958,بارك الله فيكم...سامي الجابر راح يرجع يلعب لكم ؟,Saudi_Arabia,بارك اله فيكمسامي الجابر راح يرجع يلعب لكم 
TRAIN_18959,يا ساهرين الليل عشاق ولا جواعه ؟,Kuwait,يا ساهرين اليل عشاق ولا جواعه 
TRAIN_18960,تخيل تكون متغدي دياي و رايح تغسل إيدك و فجأة تلاقي ديايه صغيره عند المغسلة تقولك : لو سمحت ما شفت أمي من أحزن مأقرات,Morocco,تخيل تكون متغدي دياي ورايح تغسل ايدك وفجاه تلاقي ديايه صغيره عند المغسله تقولك لو سمحت ما شفت امي من احزن ماقرات
TRAIN_18961,الله يعيننا باللي باقي منها,Somalia,اله يعينا بالي باقي منها
TRAIN_18962,الحمد لله يا حوسو,Egypt,الحمد له ياحوسو
TRAIN_18963,ما انت اصلا لسه في تانية ابتدائي,Egypt,ما انت اصلا لسه في تانيه ابتداءي
TRAIN_18964,يا اخي الكريم ابغاك تفهم نقطه ايران لاتريد استقلال فلسطين وكذلك تركيا فهم جميعا يسعون لاعادة امبراطوريات الفرس والعثمانين والهيمنه على العرب فلا القضية الفلسطينيه تهمهم ولا البلدان العربيه فاتمني من الواعين فهم ذلك العرب لهم عزتهم ولن يسمحو لهم بذلك,Syria,يا اخي الكريم ابغاك تفهم نقطه ايران لاتريد استقلال فلسطين وكذلك تركيا فهم جميعا يسعون لاعاده امبراطوريات الفرس والعثمانين والهيمنه علي العرب فلا القضيه الفلسطينيه تهمهم ولا البلدان العربيه فاتمني من الواعين فهم ذلك العرب لهم عزتهم ولن يسمحو لهم بذلك
TRAIN_18965,كم علامة عالشفوي ي مس؟,Palestine,كم علامه عالشفوي ي مس
TRAIN_18966,حتى انا مشيت حليت كونط آخر وعطيتها,Morocco,حتي انا مشيت حليت كونط اخر وعطيتها
TRAIN_18967,عرفه يا بابا ،،عرفه يا حبيبى,Lebanon,عرفه يابابا عرفه ياحبيبي
TRAIN_18968,الاهتمام بردو مش م اي حد يصنع علاقه ، لازم يكون عندك قبول بردو للشخص دا,Lebanon,الاهتمام بردو مش م اي حد يصنع علاقه لازم يكون عندك قبول بردو لشخص دا
TRAIN_18969,هانا رجعنا لليوتيوب أي يا جماعة عاونونا باش نوصل للـ 5 ألف متابع #wassoulni :D URL ,Tunisia,هانا رجعنا ليوتيوب اي ياجماعه عاونونا باش نوصل ل الف متابع 
TRAIN_18970,كل عام وأنتي بخير ياحلو ياجميل,Oman,كل عام وانتي بخير ياحلو ياجميل
TRAIN_18971,الميكب ولا العلوم ؟,United_Arab_Emirates,الميكب ولا العلوم 
TRAIN_18972, URL   مُش مجرد مسرحية أطفال، الكلمات دروووس,Saudi_Arabia, مش مجرد مسرحيه اطفال الكلمات دروس
TRAIN_18973,الحمد لله انها عدت ع خير الحمدلله,Egypt,الحمد له انها عدت ع خير الحمدله
TRAIN_18974,ما يحصل بحق تلامذة في البروفيه غير مقبول ومرفوض...يا معالي الوزير أكرم شهيب عطيهن البطاقات لطلاب...من حقن يقدمو عالدورة الأولى ولي ما بيتوفق منن عالدورة الثانية...نحن معك معاليك بتسكير الدكاكين بس مش مع ظلم تلاميذ حقن يقدمو... #يا_شهيب_إعط_الترشيحات,Lebanon,ما يحصل بحق تلامذه في البروفيه غير مقبول ومرفوضيا معالي الوزير اكرم شهيب عطيهن البطاقات لطلابمن حقن يقدمو عالدوره الاولي ولي ما بيتوفق من عالدوره الثانيهنحن معك معاليك بتسكير الدكاكين بس مش مع ظلم تلاميذ حقن يقدمو ياشهيب اعط الترشيحات
TRAIN_18975,عايشين في الأحلام والأوهام,Algeria,عايشين في الاحلام والاوهام
TRAIN_18976,والله ما بلاقي زي حنية أبويا علينا,Palestine,واله ما بلاقي زي حنيه ابويا علينا
TRAIN_18977,نو لازم تفتاجئ قبل,Algeria,نو لازم تفتاجء قبل
TRAIN_18978,يا مريم لا تنسينا وعدروب الحق هدينا... #منحبك يا أمنا يا أم الرب يا أحلى أم... #ليلة العيد من سيدة…  URL ,Lebanon,يا مريم لا تنسينا وعدروب الحق هدينا منحبك ياامنا ياام الرب يااحلي ام ليله العيد من سيده 
TRAIN_18979,ازاي دي ي لول,Egypt,ازاي دي ي لول
TRAIN_18980,الصراحه صداع من كثر الكوميديا!! URL  …,United_Arab_Emirates,الصراحه صداع من كثر الكوميديا 
TRAIN_18981,كلنا بنبكي خلاص,Egypt,كلنا بنبكي خلاص
TRAIN_18982,يلا طيب عطيني الشي الي أستفزك فيها؟!,Iraq,يلا طيب عطيني الشي الي استفزك فيها
TRAIN_18983,أكره حيرة إلـ وين أروح أو مين أكلم.,Saudi_Arabia,اكره حيره ال وين اروح او مين اكلم
TRAIN_18984,ارهاب بلادهم لم يستثنيهم هم أيضا الامريكيين الذين قتلوا بالتفجيرات قتلتهم بلادهم مين قتلهم !,Algeria,ارهاب بلادهم لم يستثنيهم هم ايضا الامريكين الذين قتلوا بالتفجيرات قتلتهم بلادهم مين قتلهم 
TRAIN_18985,"""أحين بگمل نووومي \"" الشوط الثآاني \""  URL """,Oman,احين بكمل نومي الشوط الثاني 
TRAIN_18986,لالا جديات الموضوع,Libya,لالا جديات الموضوع
TRAIN_18987,زعلت وصار الي صار — هههههه لا ماهو هكي معش حتسالي الاسئله النزيكه  URL  …,Libya,زعلت وصار الي صار ه لا ماهو هكي معش حتسالي الاسءله النزيكه 
TRAIN_18988,يأمر وينهي و أنا دايم على كيفه,Libya,يامر وينهي وانا دايم علي كيفه
TRAIN_18989,موش غلطة في رأيي تكريم لنهاية المسيرة متاعو غنوشي بعد خمسة سنين باي باي.,Tunisia,موش غلطه في راي تكريم لنهايه المسيره متاعو غنوشي بعد خمسه سنين باي باي
TRAIN_18990,احنا الطفل اللي جوانا بدأ يموت يا صاحبي,Egypt,احنا الطفل الي جوانا بدا يموت ياصاحبي
TRAIN_18991,انت قلتِ نسيبك انا ما قلتش قلت يقربلك,Algeria,انت قلت نسيبك انا ما قلتش قلت يقربلك
TRAIN_18992,يكون عندهم نية محاربة الفساد ويخلف عليهم,Jordan,يكون عندهم نيه محاربه الفساد ويخلف عليهم
TRAIN_18993,زين اني ليش مشايفة رسمج,Iraq,زين اني ليش مشايفه رسمج
TRAIN_18994,غير انسحلت راح السنه ما تونست كضيتها فاينل,Iraq,غير انسحلت راح السنه ما تونست كضيتها فاينل
TRAIN_18995,خلينا من معرض زمان كان ف ملاهي ف طريق الشط,Somalia,خلينا من معرض زمان كان ف ملاهي ف طريق الشط
TRAIN_18996,وش دوامك عاد لقافه,Saudi_Arabia,وش دوامك عاد لقافه
TRAIN_18997,ياريت كمان يبقي فيه دعم لمؤمن زكريا فالماتش .. ونشوف نختار نجم من الزمالك كان فارق زي تريكه زمان نهتفله هو كمان عشان تكافئ الكفة بين الجمهورين,Egypt,ياريت كمان يبقي فيه دعم لمءمن زكريا فالماتش ونشوف نختار نجم من الزمالك كان فارق زي تريكه زمان نهتفله هو كمان عشان تكافء الكفه بين الجمهورين
TRAIN_18998,اللهِ لو أنصُدم ب رسالةِ تفزّ قلبيّ,Iraq,اله لو انصدم ب رساله تفز قلبي
TRAIN_18999,لما ربنا ياخد منك حاجه بتحبها هيعوضك ب الاحلى منها بس انت قول الحمدلله !,Egypt,لما ربنا ياخد منك حاجه بتحبها هيعوضك ب الاحلي منها بس انت قول الحمدله 
TRAIN_19000,مبروك الصدارة ومبروك لهم وسام لعبنا احسن منهم,Algeria,مبروك الصداره ومبروك لهم وسام لعبنا احسن منهم
TRAIN_19001,مااااشششاءااللله اذا ماكان عندي ازق بنت عمه.,Saudi_Arabia,ماشاءاله اذا ماكان عندي ازق بنت عمه
TRAIN_19002,أول زواج ... جزائري و مصرية .. جيبوا هاذيك لي قاتلهم راهم محسوبين و ينقص منهم واحد الحرب URL ,Algeria,اول زواج جزاءري ومصريه جيبوا هاذيك لي قاتلهم راهم محسوبين وينقص منهم واحد الحرب 
TRAIN_19003,: هادي جدا و كلامك قليل اوي اوي يعني و تحسك مستر اكس ف الغموض كدا ، طيب و جدع و تستاهل كل خير والله ربنا يوفقك,Egypt, هادي جدا وكلامك قليل اوي اوي يعني وتحسك مستر اكس ف الغموض كدا طيب وجدع وتستاهل كل خير واله ربنا يوفقك
TRAIN_19004,كيف اليوم هذا السنه اللي فاتت,Libya,كيف اليوم هذا السنه الي فات
TRAIN_19005,انت وجعك انه ياكل والا وجعاتك لفلوتس,Libya,انت وجعك انه ياكل والا وجعاتك لفلوتس
TRAIN_19006,والله كانت وحشنا علوقيتك يا اوباما عوده حميدة يا علق ماهي نقصاك,Egypt,واله كانت وحشنا علوقيتك يااوباما عوده حميده ياعلق ماهي نقصاك
TRAIN_19007,جوالي بينخرب بعد كم يوم وشكرا ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه.,Iraq,جوالي بينخرب بعد كم يوم وشكرا ه
TRAIN_19008,برضو كل زق,Saudi_Arabia,برضو كل زق
TRAIN_19009,كونان شنو دي بوخه المرقة دخان شديد,Oman,كونان شنو دي بوخه المرقه دخان شديد
TRAIN_19010,أهل الايفون دائماً يتمرون علينا,Iraq,اهل الايفون داءما يتمرون علينا
TRAIN_19011,فيلم الحياه منتهي اللذة هيفضل من الأفلام الاقرب لقلبي حقيقي مهما عدي عليه وقت,Egypt,فيلم الحياه منتهي الذه هيفضل من الافلام الاقرب لقلبي حقيقي مهما عدي عليه وقت
TRAIN_19012,' تحتاج من الحياة شخص واحد تتحدّث إليه دون حواجز، شخص مهما حكيت له عن أشيائك السيئة إلا إنك تعلم بأنّ نظرته لك ما راح تتغير لانه يعرفك جيدآ,Oman, تحتاج من الحياه شخص واحد تحدث اليه دون حواجز شخص مهما حكيت له عن اشياءك السيءه الا انك تعلم بان نظرته لك ما راح تغير لانه يعرفك جيدا
TRAIN_19013,ذاكروا عشان تحققوا كل حاجة تتمنوها وتكونوا مصدر فخر لأهلكم,Yemen,ذاكروا عشان تحقوا كل حاجه تمنوها وتكونوا مصدر فخر لاهلكم
TRAIN_19014,الله الله ايام معمر حتى الحوت كان يخطم وهو ساكت,Libya,اله اله ايام معمر حتي الحوت كان يخطم وهو ساكت
TRAIN_19015,ديما عنده نظرة الهايك,Libya,ديما عنده نظره الهايك
TRAIN_19016,غوميز من راح لبرشلونه ومستواه طايح,United_Arab_Emirates,غوميز من راح لبرشلونه ومستواه طايح
TRAIN_19017,على سبيـل السعاده: شخص ينشبلك وانت تحبه,Kuwait,علي سبيل السعاده شخص ينشبلك وانت تحبه
TRAIN_19018,تويتة في حُب و احترام و تقدير ماء الورد و ماء الرز ، و شهد عشان دلّتني ع ماء الرز,Palestine,تويته في حب واحترام وتقدير ماء الورد وماء الرز وشهد عشان دلتني ع ماء الرز
TRAIN_19019,اسمها الناقة، ليش أنثى الجمل!,Libya,اسمها الناقه ليش انثي الجمل
TRAIN_19020,سليمان بخليلي الان على قناة البلاد يتكلم على ريفكا المستوى يا جدك #algerie,Algeria,سليمان بخليلي الان علي قناه البلاد يتكلم علي ريفكا المستوي ياجدك 
TRAIN_19021,خالگين وحدين متخيلن ان السكن خارج موريتانيا سهل ومريح وعندو مميزات.. .. وذا طبعا حقيقي,Mauritania,خالكين وحدين متخيلن ان السكن خارج موريتانيا سهل ومريح وعندو ميزات وذا طبعا حقيقي
TRAIN_19022,كم فلوس ناخذ ع الترويج عندنا؟,Egypt,كم فلوس ناخذ ع الترويج عندنا
TRAIN_19023,انت ماكملتش اسبوع في أسوان واخد بالك,Egypt,انت ماكملتش اسبوع في اسوان واخد بالك
TRAIN_19024,ههههههههه ههههههههه الله يعينك بس نورت تايم لاين,Djibouti,ه ه اله يعينك بس نورت تايم لاين
TRAIN_19025,انا قاعد على بابك الين تقول لي راضي تبيها عام؟ او ليله؟ تدلل ماورانا شي,United_Arab_Emirates,انا قاعد علي بابك الين تقول لي راضي تبيها عام او ليله تدل ماورانا شي
TRAIN_19026,الجزء التاني غير صحيح ابدا بالصلاة على النبي URL  …,Iraq,الجزء التاني غير صحيح ابدا بالصلاه علي النبي 
TRAIN_19027,بعمركم ما تمنّيتوا يكون حق التملّك للبشر حق مفتوح؟ اكثر قانون اتمنى يُتاح لي.,Saudi_Arabia,بعمركم ما تمنيتوا يكون حق التملك لبشر حق مفتوح اكثر قانون اتمني يتاح لي
TRAIN_19028,هنجيبهم ان شاء الله,Morocco,هنجيبهم ان شاء اله
TRAIN_19029,الله لا يوطرزلك,Jordan,اله لا يوطرزلك
TRAIN_19030,بعض القصيد تقول عطرٍ على جرح خفو ترا فـ أرواحنا . . . ما كفاها !,Saudi_Arabia,بعض القصيد تقول عطر علي جرح خفو ترا ف ارواحنا ما كفاها 
TRAIN_19031,م لقيوا الا سيهون يروح يدور لاونيتهم. ذا يعتبرها صخرة. م يهتم للجماد يبغوه يعتهم باونيتهم,Egypt,م لقيوا الا سيهون يروح يدور لاونيتهم ذا يعتبرها صخره م يهتم لجماد يبغوه يعتهم باونيتهم
TRAIN_19032,خاصة هاد الرخيس,Algeria,خاصه هاد الرخيس
TRAIN_19033,اكيد حيث المغرب ديما فموقع ضعف وماشي من مصلاحتو يتعارض مع امريكا المواقف = مصالح,Morocco,اكيد حيث المغرب ديما فموقع ضعف وماشي من مصلاحتو يتعارض مع امريكا المواقف مصالح
TRAIN_19034,جاوبتهم عني دموع عيني (´･_･`),Egypt,جاوبتهم عني دموع عيني 
TRAIN_19035,ماما دخلت العملية يا جماعة دعواتكم,Sudan,ماما دخلت العمليه ياجماعه دعواتكم
TRAIN_19036,والدليل بيحاربو فكري,Egypt,والدليل بيحاربو فكري
TRAIN_19037,غيابك يشبه وصالك ... وصلك طول الغيبة,Saudi_Arabia,غيابك يشبه وصالك وصلك طول الغيبه
TRAIN_19038,شدلي حيلك يا تجيني يا أجيك ؟,Kuwait,شدلي حيلك ياتجيني يااجيك 
TRAIN_19039,شعور لايوصف فرحة من زمان ما فرحتها بهذة الطريقة برشلونة عشق كل يوم يكبر في داخلي,Iraq,شعور لايوصف فرحه من زمان ما فرحتها بهذه الطريقه برشلونه عشق كل يوم يكبر في داخلي
TRAIN_19040,يارب تغفر لينا يارب العالمين,Algeria,يارب تغفر لينا يارب العالمين
TRAIN_19041,بفكر انزل وبفكر منزلش خايف انزل ويخدو اللقطه ان في حد مشارك وعايذ انزل اقول لاء يمكن في حاجه تحصل #الاستفتاء,Egypt,بفكر انزل وبفكر منزلش خايف انزل ويخدو القطه ان في حد مشارك وعايذ انزل اقول لاء يمكن في حاجه تحصل الاستفتاء
TRAIN_19042,عجزت اتكلم! اتمنى الوالده تخطت هالموضوع بس. URL  …,Somalia,عجزت اتكلم اتمني الوالده تخطت هالموضوع بس 
TRAIN_19043,بدينا بحركات مافيه متيريل يلا خذوا ثيوري,Syria,بدينا بحركات مافيه متيريل يلا خذوا ثيوري
TRAIN_19044,حضن أصحابي تحت المطر هو احلى شي بيومي. .,United_Arab_Emirates,حضن اصحابي تحت المطر هو احلي شي بيومي 
TRAIN_19045,الله يبشرك بما يسرك تصدق من كثر ما فقدت الأمل في انه يخلص نسيته أما توه يخلص اليوم,Bahrain,اله يبشرك بما يسرك تصدق من كثر ما فقدت الامل في انه يخلص نسيته اما توه يخلص اليوم
TRAIN_19046,اجمل ما رأت عيني .. فديت النظرة #زقارة_بعد_الفطور URL ,Kuwait,اجمل ما رات عيني فديت النظره زقاره بعد الفطور 
TRAIN_19047,بالنسبه ل 5 امتحانات و ف جامعه جنوب الوادي ده يروح ينتحر مثلا URL  …,Egypt,بالنسبه ل امتحانات وف جامعه جنوب الوادي ده يروح ينتحر مثلا 
TRAIN_19048,مربوحه ي رجاله,Tunisia,مربوحه ي رجاله
TRAIN_19049,يشهد الله ان اجملل ' تواريخخ عمريي ، يوم عرفتكك,United_Arab_Emirates,يشهد اله ان اجمل تواريخ عمري يوم عرفتك
TRAIN_19050,الأطفال نعمة ربنا يرزقنا بسفر علشان نتجوز بقا,Oman,الاطفال نعمه ربنا يرزقنا بسفر علشان نتجوز بقا
TRAIN_19051,اشتموا براحتك يااحمد,Egypt,اشتموا براحتك ياحمد
TRAIN_19052,⠀ هتشوفوا غيرنا بس مش هتشوفوا زينا ⠀,Egypt, هتشوفوا غيرنا بس مش هتشوفوا زينا 
TRAIN_19053,الراجل العجوز دا انا م تحب كله كله,Yemen,الراجل العجوز دا انا م تحب كله كله
TRAIN_19054,قررنا نحن .. بعد الإطلاع على أوراق القضية أو قبل الإطلاع قررنا نحن .. بعد الاستماع لأقوال الشهود أو قبل الاستماع كل الأحكام جاهزة من فترة ف بلاش خداع و وساخة,Egypt,قرنا نحن بعد الاطلاع علي اوراق القضيه او قبل الاطلاع قرنا نحن بعد الاستماع لاقوال الشهود او قبل الاستماع كل الاحكام جاهزه من فتره ف بلاش خداع ووساخه
TRAIN_19055,ام الشرطه على ام الجيش على ام البيادات الخرفان ولاد المرة النايمة دول  URL ,Egypt,ام الشرطه علي ام الجيش علي ام البيادات الخرفان ولاد المره النايمه دول 
TRAIN_19056,كل تاخير تاخير ميصر كذا يا مدير,Libya,كل تاخير تاخير ميصر كذا يامدير
TRAIN_19057,شعوري ذا الليلة غريب عاشق وانا مالي حبيب,Syria,شعوري ذا اليله غريب عاشق وانا مالي حبيب
TRAIN_19058,لا بدك تشهد انه رسول أيضا وليس نبي فقط,Syria,لا بدك تشهد انه رسول ايضا وليس نبي فقط
TRAIN_19059,يعم كسم حياتي والله URL  …,Egypt,يعم كسم حياتي واله 
TRAIN_19060,هذا لشفتيه حنان وهههههه كاين حاجه اخرى ركزززي,Algeria,هذا لشفتيه حنان وه كاين حاجه اخري ركزي
TRAIN_19061,اطلبي و اتمني لو محال من العين و النن يا غزال,Egypt,اطلبي واتمني لو محال من العين والن ياغزال
TRAIN_19062,ع قولتك يالعشير شماخدين من الدنيا ياويلهم مني اليوم بقعد لهم قعده,Kuwait,ع قولتك يالعشير شماخدين من الدنيا ياويلهم مني اليوم بقعد لهم قعده
TRAIN_19063,مدرب شماخ ذي مواصفات عالمية .... ... .. . يخخخخخخ تفوووووووووو !!!!  URL ,Morocco,مدرب شماخ ذي مواصفات عالميه يخ تفو 
TRAIN_19064,صورني وانا بدرس مع جيل الارهابي الجديد #اردوغان_مجرم_حرب URL ,Iraq,صورني وانا بدرس مع جيل الارهابي الجديد اردوغان مجرم حرب 
TRAIN_19065,انا مش نافعة ف دور الانسان لاء,Egypt,انا مش نافعه ف دور الانسان لاء
TRAIN_19066,اعذروني أصدقائي بس من الاخر ي ا و ك جربانة,Egypt,اعذروني اصدقاءي بس من الاخر ي ا وك جربانه
TRAIN_19067,و خخخخخخ كمان URL  …,Yemen,و خ كمان 
TRAIN_19068,اشبعوا ساعة الوداع واحضنوا الحاجة بضمير دا الي فاضل مش كتير,Egypt,اشبعوا ساعه الوداع واحضنوا الحاجه بضمير دا الي فاضل مش كتير
TRAIN_19069,المواد يا ماما ، سمستر هدا بالجهد الجهيد لميت موادي من تعارضات,Libya,المواد ياماما سمستر هدا بالجهد الجهيد لميت موادي من تعارضات
TRAIN_19070,لكل فريق قدر فريقك وهمي كله وعشان كذا خصصنا له وهمي للوهميين,Saudi_Arabia,لكل فريق قدر فريقك وهمي كله وعشان كذا خصنا له وهمي لوهمين
TRAIN_19071,دامك أخترت النهاية، لا تتعذّر بالحظوظ ..|,Oman,دامك اخترت النهايه لا تعذر بالحظوظ 
TRAIN_19072,البلوك والانفولو لكل حدا حاول يقلل او يستسخف اليسا وشعورها والحالة الي مرت بهاليومين تفه,Syria,البلوك والانفولو لكل حدا حاول يقل او يستسخف اليسا وشعورها والحاله الي مرت بهاليومين تفه
TRAIN_19073,مقدر على بعدك دقيقة، مقدر انا مقدر!!,Palestine,مقدر علي بعدك دقيقه مقدر انا مقدر
TRAIN_19074,وين المحل ده,Sudan,وين المحل ده
TRAIN_19075,كلنا بالهوى سوا,Iraq,كلنا بالهوي سوا
TRAIN_19076, USER  بحبك لله ف الله والله يا كابتن و تقوم بالسلامه ان شاء الله,Egypt, بحبك له ف اله واله ياكابتن وتقوم بالسلامه ان شاء اله
TRAIN_19077,يديمججج لي لاخر عمري,United_Arab_Emirates,يديمج لي لاخر عمري
TRAIN_19078,راح العمر وهن يتوقعن يستنتجن ويتأملون ينتظرن ان يأتي غد افضل,Palestine,راح العمر وهن يتوقعن يستنتجن ويتاملون ينتظرن ان ياتي غد افضل
TRAIN_19079,الي للحين يسمع طني ورور ... الله ياخذك  USER ,Kuwait,الي لحين يسمع طني ورور اله ياخذك 
TRAIN_19080,#اي_نوع_من_الهدايا_تفضل وش فيها لو كانت كفرات للسياره,Saudi_Arabia,اي نوع من الهدايا تفضل وش فيها لو كانت كفرات لسياره
TRAIN_19081,كل المترشحين الان ما يعمروش العين لا غديري لا نكاز ، افضل حل هو انشاء مجلس تأسيسي لكن من سيقوم بذلك ؟ من هم اعضاؤه وو..,Algeria,كل المترشحين الان ما يعمروش العين لا غديري لا نكاز افضل حل هو انشاء مجلس تاسيسي لكن من سيقوم بذلك من هم اعضاءه و
TRAIN_19082,مو كئيب بس منطقي وواقي اوفردوس حبي,Iraq,مو كءيب بس منطقي واقي اوفردوس حبي
TRAIN_19083,مريم شكلها قربت تصحى اصلااا وهتعدى عليا انا خايفه,Egypt,مريم شكلها قربت تصحي اصلا وهتعدي عليا انا خايفه
TRAIN_19084,ما حتعرسي لو ما اتعلمتي,Tunisia,ما حتعرسي لو ما اتعلمتي
TRAIN_19085,المتظاهرين السلميين فقط اما المتظاهرين اليحرقون ويقطعون ارزاق الناس هم ليس نفس الشباب الذي قاتل داعش,Iraq,المتظاهرين السلمين فقط اما المتظاهرين اليحرقون ويقطعون ارزاق الناس هم ليس نفس الشباب الذي قاتل داعش
TRAIN_19086,ليكى رساله شوفى وقولى رايك,Egypt,ليكي رساله شوفي وقولي رايك
TRAIN_19087,المحروقي صح انه الخلطه من معك بس الباقي كله شغلي,Oman,المحروقي صح انه الخلطه من معك بس الباقي كله شغلي
TRAIN_19088,مدري شاعر من الغابرين,Iraq,مدري شاعر من الغابرين
TRAIN_19089,غلابه يا بتوع ١٠٠ عقبة,Egypt,غلابه يابتوع  عقبه
TRAIN_19090,محرز نعرفو ، صلاح نعرفو ، الاثنين الآخرين شكون,Algeria,محرز نعرفو صلاح نعرفو الاثنين الاخرين شكون
